Label,comment
U0001F611,"به هیچ وجه و حتی رایگان هم ارزش استفاده ندارد
قطعات به راحتی از هم جدا می‌شوند و کیفیت پلاستیک‌ها هم فوق‌العاده پایین است"
U0001F44D,من تو پیشنهاد ویژه خریدم از قیمتشم راضیم.ممنونم از دیجی کالا
U0001F60D,این گوشی بعد از 5 ماه کارکرد عالیه و عیبی ازش ندیدم جز باتری که متاسفانه یه مقدار  اذیت کنندس
U0001F4AE,خودم تازه خریدم عااالیه
U0001F60D,عالی حرف نداره
U0001F60D,فوق العاده بد بو وماندگاری وپخش بوی کم
U0001F44D,"من کار ساخت و نصب تجهیزات چوبی و برقی. انجام میدم چندین دریل شارژی دارم .
از این محصول راضی بودم .خوب کار میکنه و در حد خودش سبک و قویه کار راه می اندازه و اسباب بازی نیست
اما شارژش زود سوخت و مجبور شدم از شرکتش مجددا خریداری کنم .شارژر شامل گارانتی نبود .
درکل دستگاه خوبیه و بیش از یکساله داره برام کار میکنه"
U0001F44E,بسیار نازک و ضربه گیر نیست فقط خط و خش رو محافظت میکنه اونم خیلی کم چون نازک
U0001F60D,"لپ تاپ خوبیه ، برای کارای روزمره عالیه ولی برای کارای پیشرفته تر خیلی مناسب نیست ، مثلا همزمان نمی توان چند کار  را با هم انجام داد ، هنگ نمیکنه ولی خیلی کند میشه، ولی از خریدش راضی هستم اگر پول بیشتر دارید مدل core i7 بهتره ولی اگر بودجه محدود دارید ، از خریدنش پشیمون نمیشوید"
U0001F44D,"هواوی واقعا خیلی پیشرفتش خوب بوده و مطمعنا تا چند وقت دیگه هم از آیفون و سامسونگ در تمامی زمینه ها پیشی میگیره،
این گوشی سه روزه خریداری کردم به عنوان گوشی دوم
گوشی اولم میت10پرو هستش که تو تمامی زمینه ها سره از این گوشی
همونطور که میدونید این گوشی همون گوشی p20لایت هستش که تو بازار چین به این اسم به فروش میره،
قیمتش که هم قیمت مدل لایت میت 10هستش و امکاناتشم دقیقا مثل میت 10لایته 
میت 10لایت لاتریش قویتره این صفحه نمایش
در مدل معمولی p20و مدل پروش هم تقریبا هیچ تغییری با میت معمولی و پرو نداره
میخواستم درآینده مدل p20پرو جایگزین میت 10 پروم کنم که دیدم فرق زیادی جز همون صفحه نمایش و دوربین سوم نداره پس منتظر سری جدید میت که اواخر پاییز میاد میمونم،
در ضمن p20معمولی با میت10معمولی مقایسه کردم دیدم میت 10سرتره،
درواقع سری میت واقعا همیشه به سری pسر بوده،با اینکه سه گوشی جدید سریp چند وقت بعد سری میت10اومدن تغییر چندانی نمیببنیم تو سه مدل اگه سه مدل میت10روبا سه مدل p20تک تک مقایسه کنید به این نتیجه میرسید که تو مدل لایتش دقیقا مثل هم هستن و تو سری پرو خداییش p20سرتره و تو سری معمولیش برتری با میت هستش
دردکل من میت تو هواوی مثل سریs تو سامسونگ وسریpمثل سری a تو سامسونگه،
و شما برتری سری میت رو بعد دیدن جعبه هم میتوانید متوجه شین و همچنین همکاری پورش دیزاین که با سری میت هست
پس به نظرم اونایی که میخوان p20بخرن اگه میت بخرن خیلی بهتره چون هم افت قیمت شو کرده هم چیزی ازp20کمتر نداره یا اگه عجله ندارن منتظر میت11 باشن تا بیاد و بخرن البته این انتظار تقریبا 9 ماه طول میکشه"
U0001F44E,باسلام این اسپیکر اصلا با اون چیزی که توعکسه فرق میکنه انتظارنداشتم از دیجی کالا
U0001F44D,متر خیلی خوبیه ولی ضد اب و گردغبار نیست
U0001F60D,دوستان شکلات فرمند واقعا مزش مثل همینه ... ترجیح میدم کالای ایرانی بخرم هموطنم شغل داشته باشه تا پول بدم اجنبی
U0001F44D,"من اینو داشتم از نظر حجم و بلند کردن خیلی خوبه ولی تنها مشکلی ک داره اینه ک خیلی خیسه و پشت چشم رو خیلی سیاه میکنه 
بخاطر همین من دوسش ندارم و پیشنهادش نمیکنم"
U0001F922,متاسفانه به گفته دوستان دستگاه خود به خود در هنگام زنگ خوردن خاموش میشود واقعا از مارشال بعید بود این محصول بی کیفیت مگر این را قبل از تولید انبوه تست نمیکنن گویا همه گی این مشکل رو دارن!
U0001F60D,"طعم، عطر، مزه اش همه چیش عالیه
مدلش هم که واقعا خاص و جذابه
اما یه بدی داره که همه جا پیدا نمیشه!"
U0001F44D,زمان چرخش خوبی داره فقط یکم صدا میده ولی در کل ازش راضیم
U0001F614,"بوی عطر ک کاملا سلیقه ای ولی خب بوش جالبه!
اما، پخش بوی قابل توجهی،انصافا نداره!
و ماندگاریش هم دست پر شاید بشه گفت نصف روز!شاید هم کمتر!
شااااید برای مصرف روزانه و عادی بد نباشه!
البته با قیمت اصلی خودش اصلا پیشنهاد نمیکنم!
و برای روزهای گرم هم خوب نیست!"
U0001F60D,الان بیش از یک سال هست که این چاقو رو دارم و کاملا از خریدم راضی هستم و مطمعا هستم که پولم رو دور نریختم و یک ابزار خوب خریدم.و همیشه در کوه به کمربندم متصل هست و طراحی غلافش به گونه ای است که اصلا احساس ناراحتی نمی کنید.تیغه این چاقو مپل یک کوه عمل می کند و مانند بک تبر می توانید به راحتی شاخه و تنه درختان رو قطع کنید.در کل پیشنهاد من به کسانی که دنبال یک چاقوی خوب هستند اینه که این چاقو یکی از بهترین هاست و در انتخابش شک نکنند
U0001F44D,خوب بود راضیم
U0001F614,هنگام  مکالمه واقعا افتضاحه ترجیح میدم با گوشی صحبت کنم
U0001F4AE,"سلام تازه ازدیجی تحویلم شد اما ازشانسم مدل بزرگترش بلافاصله پیشنهاد شگفت انگیز زدن کز بهر طمع اونم خریدم دادم به مادرم یه کلام بگم عالیه واقعا درچنددقیقه خیلی عالی جوجه کباب هم مغزپخت شد هم خوشمزه هم توخونه روگاز سه سوته آماده شد ازشر ذغال و منقل تو خونه راحت شدیم اصلا هم نمیچسبه ولی بجز خرید تو شگفت انگیز ارزش خریدنداره چون آگرین هم با به درب اضافه ارزونتر میفته
شگفت انگیزشد بخرید دعامون کنید 
ممنون از دیجی کالا"
U0001F60D,عالی
U0001F614,"حدود یک سال است که خریده ام. اول اینکه چینی است و باید انتظار کیفیت کالای چینی را داشته باشید نه آلمانی. 
دوم اینکه قدرت مکش آن به مرور کم می شود و در کمتر از چند ماه واقعا کارایی خود را از دست می دهد. روز اول فرش را از روی زمین بلند می کند و چند ماه بعد حتی ذره ای خاک را جمع نمی کند.
سوم اینکه در موقع کار کردن باید خیلی با احتیاط روشن نگه دارید مثلا اگر 10 دقیقه کار کرد یاد ساعت استراحت دهید. دسته جارو روی مخزن است و بعضی وقتها موقع حمل جارو، مخزن جدا می شود که امکان زمین خوردن جارو وجود دارد. فقط ظاهر قشنگی دارد. اصلا پیشنهاد نمی کنم."
U0001F44E,سریع جذب میشه سبکه اصلااا شل نیست رنگ زیادی نمیده به پوست
U0001F922,"اصلا ریمل خوبی نیست،مژه هارو به هم میچسبونه،موادش زیادو غلیظ به مژه میچسبه و طبیعی نیس،ریمل اسنس ازین بهتره"
U0001F44D,هم قیمت خوبی داره هم کیفیت خوبی ایرانی هم هست
U0001F44D,من حدود دو ماه هست این گوشی رو دارم واقعاً گوشی خوب و راضی کننده ایی است. تنها عیبش به نظر من کیفیت دوربینش در محیط های کم نور و سربسته است که عکس ها تاریک و آبرنگی گرفته میشن ولی در محیط بیرون و نور مناسب واقعاً عکس های با کیفیتی میگیره . سخت افزار مناسب بدون هنگ و لگ.
U0001F44D,به نسبت قیمتش گوشی خوب و قابل قبولیه.5 ماهی هست که دارم از این گوشی استفاده میکنم. خریدش رو به همه پیشنهاد میکنم و حتماً برای خرید گوشی در این رنج قیمت نیم نگاهی هم به نوکیا 3 بندازید مطمئنم راضیتون میکنه
U0001F60D,"به شدت پوست و میسوزونه و قرمز میکنه
قدرت موزداییشم فوق العاده پایینه جوری که نصف مو میمونه"
U0001F922,"بند دستبند کاااملا متفاوت با عکس
بسیار نازک تر از عکس
کلا فرق داره دیگه
من راضی نبودم"
U0001F973,"دوستان اگه بخوایم بین اپل و سامسونگ بتل بزاریم تو ایران،خب صد در صد سامسونگ برنده میشه چون اکثر قابلیت های اپل تو ایران استفاده ای نداره و شما رسما داری 6 میلیون پول یه سیب گاز زده میدی ولی من از اون موقع ک نوت 8 رو خریدم تازه فهمیدم کاربرد یه گوشی یعنی چی چون قبلش ایفون داشتم و ب طور قطع میتونم بگم فقط از دوربینش استفاده میکردم یعنی هیچ قابلیت خاصی نداشت ولی نوت 8 واقعا فوق العادس من خودمم تو سامسونگ فقط سری نوت ش رو قبول دارم ،چون سری نوت تقریبا هر یه سال مدل جدید تر میده اینجوری گوشی دیر تر قدیمی میشه و رو سری نوت بیشتر سرمایه گذاری میشه"
U0001F44D,"من قهوه ایش رو خریدم یکم تیره تره اما کاملا مثل عکسه
فک میکردم یکم بزرگتر باشه اما اندازش درسته با پاهاش همون قدره
ارزش خرید داره تو تخفیف باشه من   خیلی راضیم
کاملا دوست داشتنی"
U0001F614,قدم شمار درجا از کار میوفته و ضربان قلبشم افتضاح هندسفریه فقط
U0001F60D,"تو شگفت انگیز عالیه اگه بخرید
صورتش قشنگ تر از عکسشه
من گرفتم جعبه ش کمی کهنه و پاره بود اما بازم بد نبود
موهای براق و قشنگی داره و جنس بدنه هم خوبه"
U0001F60D,بسیار زیبا
U0001F44D,"سلام 
من این گوشیو تقریبا یک ماهی هس از دیجیکالا خریدم و واقعا از دیجی کالا متشکرم بخاطر قیمت پایین تر از بازاری که در اختیار مشتری هاش قرار میده.. 
ولی متاسفانه در بسته بندی گوشی خوب محافظت نشده بود و فیکس در جعبه نبود. 
گوشیه خوبیه .من به مشکلی باهاش برنخوردم. سرعتش بالاس و نشونه سی پی یو قوییه که داره. قبل از خرید بصورت لایو باهاش کار کرده بودم و بنظرم دوربین سلفی خوبی داشت اما بعد که بدستم رسید کمی دوربین سلفیش تو ذوقم زد چون حس کردم خیلی روتوش میشه عکسا بطوریکه مقداری از ابرو ها و حجم مژه ها بخاطر روتوش دیگه دیده نمیشن. یعنی زیبایی تصویر به دقت و شفافیت تصویر پیشی گرفته.. که من با زیبایی یک یا حداکثر دو فقط کار میکنم چون دوس دارم دقیق تر دیده بشه. از یکطرف هم موقع روتوش گاهی اوقات کل صورت روتوش نمیشه یعنی بطور مثال گردن یا کنار گوش ها با کیفیت کم و بدون درجه زیبایی و بقیه صورت صاف شده دیده میشه. کیفیت دوربین پشت واقعا عالیه. ولی در هر دو دوربین تصاویر خیلی با رنگ های اشباع شده دیده میشه.. کیفیت صفحه با توجه به IPS بودنش خوبه و حافظه هم که تا دلت بخواد داره..من از, قبل هم یک SSD CART 32گیگ داشتم چون گوشیه قبلیم با حافظه داخلی 8گیگ بود و بسیار رو اعصاب بود. حالا با این گوشی هرچقدر هم فیلم و برنامه میریزم بازم جاهس. البته تقریبا 20گیگ رو از, 64گیگش رو خود گوشی گرفته. و در اصل 40-44گیگ به شما فضا میده. که نمیدونم چرا انققدر حجم زیادی رو گرفته. 
نکته بعدیش باتریشه که یک روز بیشتر دووم نمیاره و بیشتر ازین میترسم که اگه تا دو سه سال دیگه باتریش ضعیف بشه باید مثه گوشیه قبلیم همش تو شارژ بزنمش. ولی حالا فعلا اگه درست استفاده بشه امیدوارم باتریش خراب نشه. 
تقریبا من با شارژ 20درصد که میزنم تا 100درصدش 1.5ساعت زمان میبره. 
بازی هارو به خوبی اجرا میکنه و هیچ هنگ کردنی نداره فقط وقتی داخل برنامه clean master میشم تا حالا چهار پنج بار هنگ کرده و برنامه کار نکرده که البته گوشی خودش رو جمع و جور میکنه ولی برنامه هنگ میکنه. 
با اینکه خیلی حواسم هس به جایی نخوره و قاب سیلیکونی هم براش خریدم پایینش قسمت کناره گوشی بالا تر از بلندگوهاش یکمی خش شده که نمیدونم چرا! 
باید خیلی مراقب دوربین هاش و خودش باشین. چون فک میکنم گوشیه حساسی باشه و ظریف و خوش دست و شیک هم هس. 
من هنوز, از همون صفحه ضد خشی که خود, هواوی روش گذاشته استفاده میکنم و هنوز گلس نخریدم و خشی هم رو صفحش فک نمیکنم با این صفحه بیفته مگر اینکه ضربه بخوره چون فک کنم ضربه گیر نیس. 
قابش هم در اوردنش خیلی سخت بود و ممکن بود باعث خش شدن گوشی بشه برا همین بهتره نزارینش و یکی بخرین. 
یکسری قابلیت های باحالم داره که تو یوتیوب دربارش توضیح داده و خودش هم دو سه تا از برنامه های مخصوص هواوی که داخلش نصبه بطور کامل درباره گوشی و قابلیت هاش توضیح داده که خیلی چیزای باحالی میشه ازش فهمید.. و برنامه مخصوص مشتری ها برای تماس و ارتباط انلاین با متخصصا و گرفتن خدمات از نمایندگی هم داره که خیلی ساپورت خوبیه و میتونین نسبت به اصل بودن کالا یا قاچاق بودنش و ثبت گارانتیتون ازطریق همون اقدام کنین که خیلی هم خوب و محترمانه پاسخگو هستن. فقط وسایل جانبیش خیلی کم پیدا میشه تو بازار. سرعت اثرانگشتش واقعا بالاست و خوبه.. و در کل کار کردن با گوشیش لذت بخشه. 
اولاش که اصلا دلتون نمیاد بزارینش زمین 
من خودم نسبت به هواوی شک داشتم ولی الان میبینم نسبت به امکانات بهترین میان رده در بازار هس 
یه عیب دیگم حس میکنم داره که حالا نمیدونم فقط ماله منه یا بخاطر صفحه رو گوشیه یا اشتباه میکنم یا واقعا همینطوره.. اونم اینه که کناره های گوشی لمسشون ضعیفه مخصوصا کناره های پایین. بعضی اوقات داخل بازی ها یا برنامه ها باید چندین بار بزنم تا عمل کنه"
U0001F60D,"دقت داشته باشین با پولی که بابت خرید پراید میدین که نمیشه آگرا RS خرید!!! 
خیلی هم عالی برای فیلم و اینترنت و آفیس
نگهداری باتری هم عالی"
U0001F44D,"گوشی خوب خوش قیمت نسبت به امکاناتش بهتر از هم رده ها ، الجی جی 3 هم داشتم ولی هانر بهتره کسی که قصد خریدشو داره پشیمون نمیشه"
U0001F60D,"سلام و خسته نباشید

تنها تیغ و شبکه ای که از برند براون  نیاوردید سری 7 است !
خواهشمندم تیغه و توری این سری را هم موجود کنید .
با تشکر و احترام

.................
من از براون سری 7 مدل 7526 استفاده میکنم ، حدود 10 سال است این ماشین را دارم و بسیار از آن راضی هستم . ریش تراش های براون بسیار  عالی است و اگر با سری های 3 تیغه دوار مشکل دارید فویلی ها را امتحان کنید ."
U0001F44D,واقعا عالیه من قبلا شش اس پلاس وقبلتر شش وقبلتر 5اس داشتم ولی این گوشی عالیه باطریش خیلی خوبه بخر لذتش راببر
U0001F60D,کیفیتش نسبت به قیمتش عالیه
U0001F44E,"من بیش از 20 سال است با انواع راتر و مودم کار می کنم و می تونم بگم این مودم همه ی نیازهای خانگی و نیازهای شرکتهای کوچک را به خوبی و تا دو یا سه سال آینده پشتیبانی می کند
من مودم را مهر 96 از ایرانسل خریدم البته آن هنگام قیمتش 100 هزار تومان بیشتر بود
این مدل در کاتالوگ خود هوآوی B612s-25d نام دارد و در میان وب سایتهای تخصصی خارجی هم نقدهای خوبی درباره اش نوشته اند و تواناییهایش را بالا ارزیابی کرده اند.
تا 4 شبکه وایفای را می تونید روی آن پیاده سازی کنید، اینترفیس آن پیش از آپدیت زچندان چنگی به دل نمی زد اما پس از آپدیت بسیار خوب و حرفه ای شده است.
آنتن دهی در منطقه ما خوب نیست اماآنتن های درون خود دستگاه  سه تا از 5 خط را به صورت پایدار روشن می کند و در یک خانه 100 تا 150 متری قطعی ندارد
یکی از دوستان نوشته بود که جک آنتن بیرونی از نوع RP SMA است که من تصحیح می کنم جک آنتن  از نوع SMA استاندارد است. توجه کنید که هر دو آنتن برای آنتن های درون خانه است نه برای آنتن پشت بام یا فضای آزاد. به دلیل نداشتن سیستم ارت (اتصال زمین) در دستگاههای کوچک اصولا آنتن بیرونی بویژه در مناطقی که رعد و برق زیاد باشد خطرناک است.
اپ Huawei Hilink  را از گوگل پلی دانلود کنید تا مدیریت بهتری از روی گوشی موبایل بر  راتر داشته باشید
این مودم امکان نصب VPN روی خود را دارد ولی در راهنمای آپدیت ایرانسل بخش مربوط به روش نصب کلا حذف شده است
سیستم لاک شده است یعنی فقط می توانید از سیمکارت ایرانسل استفاده کنیدمگر این که بتوانید کد آنلاک مودم را که برای هر imei فرق می کند به روشی به دست بیاورید"
U0001F614,سریع سوخت افتضاح
U0001F611,"در خرید این فیلتر شک نکنید هم قیمت خوبی داره هم کیفیت خوب گول قیمت پایین برخی فیلترهارو نخرید شک نکنید کیفیت فرق داره در بازار این فیلتر گرون تر هستش 
ممنون از دیجی و عرضه کننده محترم بوش فیلیپس ممنونم"
U0001F60D,"به نظر من که عالی بود چون بلافاصله بعد از برداشتن ماسک متوجه تغییرات میشید . از عطر فوق العادش که دیگه نگم براتون .
پس از استفاده شفافیت ،لطافت و روشن شدن پوست  به وضوح دیده میشه و نسبت به قیمت خیلی پایینش کاملا ارزش خرید رو داره 
پیشنهاد میکنم حتما امتحان کنید"
U0001F922,کاملا بی کیفیت هست
U0001F60D,"سلام
بنظر من تو رنج قیمت خودش خیلی حرفا برای گفتن داره. ظاهر شیکی داره و خوش دسته در عین بزرگ بودن صفحه نمایش. در کل من سرعتشو با هر بازی و برنامه ای چک کردم حرف نداشت"
U0001F44D,"سلام من 7ماه دارمش خوبه، خوب داغ میشه درجه بندی داره راضیم ازش ضمانت تعویض هم که داره"
U0001F44D,"من از بازار بیرون گرفتم ازین ارزونتر ولی باید بگم کیفیتش عالیه رنگشم عالیه. انتخاب خوبی برای خرید قابلمه گرانیتی محسوب میشه.مخصوصا بخاطر سیلیکون دور درب ها و دسته های محکم،کلا خیلی با کیفیته"
U0001F44D,"پد خوبی هست ولی این اندازه متوسط واقعا کوچیکه وغیر قابل استفاده،  سایز بزرگش رو پیشنهاد میدم خودم هم هر دو سایزو گرفتم که از سایز بزگش راضیم نازکه،وهر پد جداگانه بسته بندی شده راحت میشه تو کیف گذاشت و نگران الوده شدنش نبود.جالبه خواستم از داروخانه بگیرم که اصلا نمیدونستن چی هست!"
U0001F60D,کل ماشینو روشن میکنه من روی پرشیا انداختم الان دوباره سفارش دادم برای صندوق یه خوبی که داره پشتش چسب داره که برا صندوق عالیه
U0001F44D,لاستیک خارجی با کیفیتی است. در زمان تخفیف ویژه خریدم و بسیار عالی
U0001F621,بی نظیره این گوشی من نزدیک 3 ماهه که دارم و بسیار رازب هستم همچنین این گوشی بین 3 گوشی از نظر کیفیت و دوربین و پردازش بسیار سریع و... قرار دارد.
U0001F44D,"من یک ماهی هست که از تو پیشنهاد ویژه خریدمش هم قیمت خیلی خوبی داشت هم یک فیلم 4k با قابلیت hdr دانلود کردم تا کیفیتش رو تست کنم واقعا عالی بود
دوستانی که میگن شفافیت نداره یا تنظیمات رو درست انجام ندادن یا فایلشون بی کیفیته
تو شبکه های های ایران هم واقعا همون چنتا شبکه hd رو خیلی خوب نشون میده بقیش هم که دیگه رو هر تلویزیونی یک شکله
فقط یک مشکلی که داره حافظه داخلیش برای نصب اپ روش یکم پایینه با این قدرت پردازنده ای که داره یکم توقع میرفت که از حافظه داخلی بیشتری برخردار می بود."
U0001F4AE,"با سلام من حدودا سه هفته ای میشه رنگ سورمه ایه این گوشیو خریدم واقعا گوشی خوش دستی هست وقتی نگاهش میکنی حس دیدن یک پرچمدارو پیدا میکنی مثل s8+/note 8 واقعا نسبت به قیمتش عالیه 

از نقات قوتش میشه گفت 
1.حافظه 64 گیگ
2.اثر انگشت فوق العاده سری حتی از آیفون xهم سری تر
3.باز گشایی با تشخیص چهره قوی
4.صحفه نمایش بدون حاشیه 6 اینچ
5.لمس فوق العاده عالی 
6.مجهز به چهار دوربین که کیفیتو فوق العاده کرده واقعا زیبا فیلم و عکس میگیره
7.اندرویدش 7.1 و آپدیت میشه به اندروید 8 Oreo

8.پردازنده و Cpu فوق‌العاده قوی 4 گیگ Rom و سی پی یو چیپس کرین 659 خیلی قویه

9.باتری سری شارژ میشه 1 ساعته و دیر خالی میشه 24 ساعت مداوم باهاش کار کنی شارژ تمام نمیکنه
10.اینترنتش پر سرعت از نوع 4g Cat6
باور کنید نقطه ضعفی من تو این گوشی ندیدم تو خریدش شک نکنید هیچگونه بدی نداره اگرم کسی بدی میگه نسبت به این گوشی باور نکنید بی دلیل انقد گوشی محبوبی نیس حتما چیز خوبیه با تشکر از دوستان و دیجی کالا در ضمن سال نو هم به همتون تبریک میگم"
U0001F621,یعنی یه چیز افتظاه بچگونه مال من که دوتاش خراب بود بقه هم ریختم رفت حیف پولی که بش دادم
U0001F922,با عرض سلام خدمت دوستان عزیز . دوستان زیاد وقتتونو نمیگیرم فقط میخوام یه نقد سطحی داشته باشم برای اون دوستانی که میخوان کنسول بازی تهیه کنن ولی نمیدونن کدوم کنسول رو بگیرن . اولا این کنسول از 4 کی واقعی پشتیبانی نمیکنه و فقط یه سری بازی ها رو با رزولوشن نزدیک به 4 کی اجرا میکنه ولی در اجرای فیلم از 4کی واقعی پشتیبانی میکنه و اون دوستمون که گفته بود ایکس باکس وان اس از 4 کی پشتیبانی میکنه باید بگم که این کنسول هم مشابه همین کنسوله و فقط از فیلم های 4 کی پشتیبانی میکنه و تنها کنسولی که از 4 کی واقعی پشتیبانی میکنه ایکس باکس وان ایکس هست که ب نظر بنده به سه دلیل ارزش خرید نداره . 1 قیمت بالا که البته شرکت مایکروسافت اعلام کرده تو این نسخه از مشتری ها هیچ سودی دریافت نمیکنه . 2 . بالابودن حجم بازی ها.  مثلا بازی کوانتوم بریک 40 گیگه که اگه بخواین نسخه 4 کی بازی رو بازی کنید باید 80 گیگ دیگه دانلود کنید که من فکر میکنم 90 درصد تو ایران نتونیم این کارو انجام بدیم . 3 . همه گیر نشدن تلویزیون های 4کی . کسانی که بتونن ایکس باکس وان ایکس استفاده کنن کم هستن . اگه شرایط بالا رو دارین حتما کنسول وان ایکس رو تهیه کنید . واما سایر کنسول ها : به هیچ عنوان سراغ ایکس باکس وان سری اول نرین . به دو دلیل . 1 بعد از استفاده طولانی ب صدا میوفته و بد تز اون اداپتورش به دفعات خراب میشه و خیلی سخت گیر میاد . سراغ ps4 فت هم نرین . اون خیلی بد تره هم داغ میکنه و هم بعد از 1 سال لگ میده . دوستان تمام نظرات بنده از روی تجریه اس . کلوپ داشتم و تمام کنسول هارو به دفعات استفاده کردم . به صرفه ترین و بهترین کنسول xbox one s و ps4 slim هستن که به نظر من هرکدوم معایب و حسن هایی دارن که خدمتتون عرض میکنم . 1کیفیت تصویر : ایکس باکس بهتره . 2 دسته ها : ایکس باکس بهتره و خوش دست تره ولی سنگینتره و باطری قلمی میخوره که ممکنه برا بعضی ها خوب هم باشه . 3 بازی های انحصاری : سلیقه ای هست ولی بازی های 5 ستاره ps4 بیشتر و بهتره . 4 رابط کاربری و سیستم عامل : ایکس باکس بهتره ولی پلی4 راحت تر و ساده تره . 5 بازی های اینترنتی : پلی 4 سروراش زیاد قطع میشه و ایکس باکس راه های دور زدن تحریم ها سخت تره . 6 تهیه کردن بازی : تقریبا یه قیمت هستن پلی 4 یکم ارزون تره ولی اگه بخواین بیرون ببرین بازی تو هاردش بریزه ایکس باکس خیلی بهتر و ارزون تر درمیاد . برای کسانی که تو صنف ما هستن ایکس باکس از این نظر خیلی بهتره . و اما قیمت جهانی هر دو کنسول یکیه ولی تو ایران ایکس باکس 20 درصد ارزون تره . دوستان امیدوارم تونسته باشم کمکتون کنم . در کل با توجه به تجربیاتم رده بندی کنسول ها رو براتون مینویسم . بدون در نظر گرفتن قیمت : 1_ وان ایکس . 2 _ پلی 4 پرو . 3 _ وان اس . 4 _ پلی 4 اسلیم . 5 _ وان معمولی یا فت . 6 _ پلی 4 فت .
U0001F60D,در یک کلمه عالیه.واقعا انتظار نداشتم با این مبلغ بتونم چنین چیزی بخرم.من ویندوزش هم به 10 ارتقا دادم و بسیار راضی هستم.
U0001F44D,"حدود 6 ماه هست از دیجی کالا خریدم.
نسبت به قیمش راضی ام.
صدای کلید ها متوسط است.
بعد از مدتی قلتک پرش پیدا کرد که قابل انتظار بود. چون بلد بودم تعمیرش کردم.
اگر با کار کردن زیاد با موس دستتون خسته میشه این موس رو انتخاب کنید."
U0001F44E,"باسلام،بنظرمن اصلا این کالارو نخرین من گرفتم توی ویندوز 7موس تاچ پدکارنمیکنه،ویندوز ده و ویندوز هشت به وایفا گوشی کانکت نمیشه و باتری سیور عمل نمسکنه یعنی یهو خاموش میکنه،رم ضعیفی داره ک سرعت پایینه دوسه تاعمل روباهم انجام نمیده و اصلا بدرد بازی نمیخوره درهرصورت نظرمن اینه ک نگیرین"
U0001F60D,سلام من مدت یک سال است خریدم و از کار کرد آن راضی هستم
U0001F614,"از این خرید بسیار پشیمانم
آب مقطر خریدم
تا حالا ادوکلن اینقدر بی خاصیت نخریده بودم
یکی از دوستان پیشنهاد داده بود"
U0001F44E,با توجه به قیمت و مدلهای تو این رنج قیمت ارزش خریدش بالاس.
U0001F621,"این دوربین تا 90%  از امکانات یک DSLR را دارد. تمامی تنظیمات قابل تغییر به دلخواه شماست، کیفیت تصاویر عالی است حتی در ایزوهای بالا. از همه مهمتر سرعت فوکوس بی نظیر این دوربین است، لرزشگیر بسیار کارآمدی هم دارد. کیفیت ساخت بدنه هم عالی است. اگر با اندازه کوچک کلیدهای روی بدنه مشکلی ندارید و به موقع باتری آن را شارژ می کنید،  بی شک از خریدش پشیمان نخواهید شد."
U0001F60D,"من استفاده کردم عالیه، فقط داخل دیجیکالا نوشته محصول امریکا در حالی که برای انگلیسه"
U0001F922,جنس بسیار ضعیف
U0001F614,"این گوشی در مقایسه با نوا دو پلاس هیچی نداره
من یه هفته س خریدم واقعا از خریدم پشیمونم
فورجی پلاس ساپورت نمیکنه
فست شارژ نداره
دوربینش میشه گفت افتضاحه
کیفیت صداش فوق العاده پایینه"
U0001F4AE,خیلی عالیه .انتن همراهش قویه .کانال های hd را باکیفیت اصلی نمایش میدهد. و کیفیت ساختش خوبه .من که راضیم از خریدم. از windows 10  هم پشتیبانی میکند
U0001F611,ماشین خیلی خوبیه. قسمت شیور کاملاً صفر میکنه. هم میشه خیس یا با فوم استفاده کرد هم خشک. تریمرش خم خیلی به درد بخوره و با شونه هایی که داره همه کار میشه باهاش کرد. فقط فویلش بعد یه مدت سوراخ میشه که غیر معقول هم نیست(برای من که استفادم خیبی زیاد نبود 3 سال کار کرد). فولیلش خیلی سخت گیر میاد و قیمتش گرونه. حتی نمایندگی اصلی فیلیپس هم نداشت و گفت باید سفارش بدین بیاریم قیمتشم 25-30 درصد قیمت دستگاه بود. من از آمازون خریدم و دوستم آورد ایران ارزونتر دراومد.
U0001F614,"یک جفت 6965v3 و ساب اینفینیتی 1260 بهش وصل کردم
اول با پخش یونی بود و خروجی 2 ولت
بعد از ده دقیقه داغ میکرد (ولی هیچوقت سویچ نکرد)
پخش رو عوض کردم کنوود bt304 گرفتم با خروجی4 ولت
الان حرف نداره
نشده تا حالا سویچ کنه
ساب اینفینیتی رو داره بدجور تکون میده
فقط از کیفیت باند هام راضی نیستم ولی اون ربطی به آمپم نداره"
U0001F60D,"بسیار عطر خوش بو و خاصی هست، ممنون."
U0001F44D,"فلش کوچیک و سبکی هست، سرعت انتقال متوسطه به نسبت USB3 بودنش، نه خیلی خوبه نه هم کمه. اگر فلش دائما همراهتونه یا همینجور میریزین قاطی وسایل و حملش میکنین به نظرم گزینه های دیگه مدنظرتون باشه بهتره چون این یه کم ظریفه ممکنه بلایی سرش بیاد. درکل به نسبت قیمتی که داره  گزینه خوبیه"
U0001F973,"یه سه پایه درجه یک با قابلیت تنظیم حالتهای مختلف،کاملا حرفه ای،کیفیت سه پایه و هد بسیار بالاست،من از دیجی کالا خریدم،ضمنا یه کیف رو دوشی درجه یک داره همراه کیف تری پاد و مونوپاد.
در یک کلام بی نظیره"
